Synonym,Root Canonical Name
Phomopsis cinerescens,Diaporthe cinerascens
Agaricus abiegna,Chrysomphalina grossula
Agaricus grossulus,Chrysomphalina grossula
Agaricus umbellifer var. abiegnus,Chrysomphalina grossula
Hygrophorus wynneae,Chrysomphalina grossula
Omphalia wynneae,Chrysomphalina grossula
Omphalina bibula,Chrysomphalina grossula
Omphalia bibula,Chrysomphalina grossula
Omphalia umbellifera var. citrina,Chrysomphalina grossula
Omphalia abiegna,Chrysomphalina grossula
Omphalina abiegna,Chrysomphalina grossula
Omphalina wynneae,Chrysomphalina grossula
Omphalina grossula,Chrysomphalina grossula
Camarophyllus grossulus,Chrysomphalina grossula
Cuphophyllus grossulus,Chrysomphalina grossula
Hygrocybe grossula,Chrysomphalina grossula
Aecidium pini,Coleosporium tussilaginis
Peridermium pini,Cronartium flaccidum
Sphaerella equiseti,Mycosphaerella equiseti
Agaricus semitalis,Lyophyllum semitale
Collybia semitalis,Lyophyllum semitale
Tricholoma semitale,Lyophyllum semitale
Clavaria erythropus,Typhula erythropus
Cheilymenia cf. aurantiacorubra,Cheilymenia
Cheilymenia cf. coprinaria,Cheilymenia
Cheilymenia cf. foetens,Cheilymenia
Cheilymenia cf. granulata,Cheilymenia
Cheilymenia cf. insignis,Cheilymenia
Cheilymenia cf. pulcherrima,Cheilymenia
Cheilymenia cf. theleboloides,Cheilymenia
Coprobia,Cheilymenia
Dacrymyces phragmitis,Microdiscula phragmitis
Agaricus obbatus,Pseudoclitocybe obbata
Clitocybe obbata,Pseudoclitocybe obbata
Cantharellula obbata,Pseudoclitocybe obbata
Omphalia obbata,Pseudoclitocybe obbata
Macrosporium consortiale,Ulocladium consortiale
Stemphylium ilicis,Ulocladium consortiale
Pannaria mediterranea,Fuscopannaria mediterranea
Agaricus adstringens,Melanoleuca cognata var. nauseosa
Tricholoma melaleucum var. adstringens,Melanoleuca cognata var. nauseosa
Agaricus juncicola,Mycena juncicola
Hendersonia trimera,Stagonospora trimera
Aegerita setosa,Volutella setosa
Hydrocybe atrocaerulea,Cortinarius decipiens var. atrocaeruleus
Cortinarius sertipes,Cortinarius decipiens var. atrocaeruleus
Cortinarius atrocaeruleus,Cortinarius decipiens var. atrocaeruleus
Lactarius pergamenus,Lactarius glaucescens
Agaricus piperatus,Lactarius piperatus
Agaricus lactifluus var. piperatus,Lactarius piperatus
Agaricus demissus,Omphalina pyxidata
Agaricus rufulus,Omphalina pyxidata
Omphalia demissa,Omphalina pyxidata
Arthopyrenia punctillum,Stigmidium punctillum
Pharcidia punctillum,Stigmidium punctillum
Didymella cf. caricis,Didymella
Didymella cf. caulicola,Didymella
Didymella cf. cerastii,Didymella
Didymella cf. commanipula,Didymella
Didymella cf. exigua,Didymella
Didymella cf. hebridensis,Didymella
Didymella cf. macrospora,Didymella
Didymella cf. proximella,Didymella
Lichen scalaris,Hypocenomyce scalaris
Psora ostreata,Hypocenomyce scalaris
Lecidea scalaris,Hypocenomyce scalaris
Lepidoma scalare,Hypocenomyce scalaris
Lecidea ostreata,Hypocenomyce scalaris
Psora scalaris,Hypocenomyce scalaris
Nectria ribis,Nectria cinnabarina
Tremella purpurea,Nectria cinnabarina
Tubercularia vulgaris,Nectria cinnabarina
Sphaeria cinnabarina,Nectria cinnabarina
Sphaeria decolorans,Nectria cinnabarina
Tubercularia confluens,Nectria cinnabarina
Sphaeria fragiformis,Hypoxylon fragiforme
Cucurbitaria cinnabarina,Nectria cinnabarina
Sphaeria ochracea,Hypomyces ochraceus
Nectria ochracea,Nectria cinnabarina
Nectria fuscopurpurea,Nectria cinnabarina
Polyporus schumacheri,Phaeolus schweinitzii
Hydnum spadiceum,Phaeolus schweinitzii
Polyporus schweinitzii,Phaeolus schweinitzii
Polyporus herbergii,Phaeolus schweinitzii
Polyporus spongia,Phaeolus schweinitzii
Daedalea suberosa,Phaeolus schweinitzii
Phaeolus spadiceus,Phaeolus schweinitzii
Agaricus craterellus,Chaetocalathus craterellus
Pleurotellus patelloides,Chaetocalathus craterellus
Lecidea daphaena var. ochracea,Lecidea lithophila
Lecidea lapicida var. lithophila,Lecidea lithophila
Lecidea lithophila f. ochracea,Lecidea lithophila
Lecidea lithophiliza,Lecidea lithophila
Lecidea ochracea,Caloplaca ochracea
Peziza calyculiformis,Brunnipila calyculiformis
Lachnum calyculiforme,Brunnipila calyculiformis
Dasyscyphus calyculiformis,Brunnipila calyculiformis
Lachnella calyculiformis,Brunnipila calyculiformis
Sphaeria vitalbae,Pleospora vitalbae
Sphaeria clematidis,Pleospora vitalbae
Pleospora clematidis,Pleospora vitalbae
Trichia cinerea,Arcyria cinerea
Arcyria albida,Arcyria cinerea
Corticium aurora,Phlebiella paludicola
Phlebiella aurora,Aphanobasidium aurora
Astrosporina sabuletorum,Inocybe sabuletorum
Inocybe lanuginosa,Inocybe stellatospora
Inocybe lanuginosa var. ovatocystis,Inocybe ovatocystis
Boletus purpureus,Boletus rhodopurpureus
Boletus torosus,Boletus rhodopurpureus
Boletus xanthocyaneus,Boletus rhodopurpureus
Boletus rhodopurpureus f. xanthopurpureus,Boletus rhodopurpureus
Boletus xanthopurpureus,Boletus rhodopurpureus
Imperator rhodopurpureus,Boletus rhodopurpureus
Pleurotus tremulus,Hohenbuehelia tremula
Agaricus acerosus,Arrhenia acerosa
Pleurotus acerosus,Arrhenia latispora
Pleurotellus acerosus,Arrhenia latispora
Leptoglossum acerosum,Arrhenia acerosa
Omphalina acerosa,Arrhenia acerosa
Phaeotellus acerosus,Arrhenia acerosa
Spicaria coccospora,Verticillium coccosporum
Paecilomyces coccosporus,Verticillium coccosporum
Thelephora cf. anthochroa,Thelephora
Thelephora cf. palmata,Thelephora
Thelephora cf. penicillata,Thelephora
Thelephora cf. spiculosa,Thelephora
Phylacteria,Thelephora
Pseudophacidium salicis,Mollisia salicis
Pyrenopeziza salicis,Mollisia salicis
Ceratostomella piceae,Ophiostoma piceae
Ceratocystis piceae,Ophiostoma piceae
Thelephora mollissima,Thelephora penicillata
Thelephora spiculosa,Thelephora penicillata
Phylacteria mollissima,Thelephora penicillata
Verrucaria pallidula,Endocarpon pallidulum
Lecidea prasina,Micarea byssacea
Micarea prasina,Micarea byssacea
Biatora micrococca,Micarea byssacea
Catillaria micrococca,Micarea byssacea
Lecidea micrococca,Micarea byssacea
Micarea prasina f. micrococca,Micarea byssacea
Octospora violacea,Ombrophila violacea
Botrytis brongniartii,Beauveria brongniartii
Ramularia gibba,Entyloma ranunculi-repentis
Fusidium eburneum,Entyloma ranunculi-repentis
Entylomella eburnea,Entyloma ranunculi-repentis
Entylomella gibba,Entyloma ranunculi-repentis
Agaricus mammillaris,Inocybe mammillaris
Sphaeria vernicosa,Daldinia fissa
Daldinia vernicosa,Daldinia fissa
Agaricus subnotatus,Cortinarius subnotatus
Unguicularia verna,Hyalopeziza verna
Lichen digitatus,Cladonia digitata
Ramaria coriacea,Clavaria coriacea
Psathyrella gordonii,Psathyrella pseudogordonii
Cytospora cf. rosarum,Valsa
Cytospora cf. translucens,Valsa
Euvalsa,Valsa
Valsa cf. ambiens,Valsa
Valsa cf. incrustata,Valsa
Valsa cf. salicina,Valsa
Circinostoma,Valsa
Athelia typhae,Epithele typhae
Thelephora typhae,Epithele typhae
Corticium typhae,Epithele typhae
Hypochnus typhae,Epithele typhae
Gymnosporangium aurantiacum,Gymnosporangium cornutum
Gymnosporangium juniperi,Gymnosporangium cornutum
Gymnosporangium juniperinum,Gymnosporangium clavariiforme
Aecidium cornutum,Gymnosporangium cornutum
Roestelia cornuta,Gymnosporangium cornutum
Himantia,Cylindrobasidium
Butlerelfia,Cylindrobasidium
Peronospora thlaspeos-arvensis,Hyaloperonospora thlaspeos-arvensis
Peziza pseudofarinacea,Lachnellula pseudofarinacea
Erinella pommeranica,Lachnellula pseudofarinacea
Trichoscyphella pseudofarinacea,Lachnellula pseudofarinacea
Nectria chrysites,Nectriella chrysites
Nectria coryli,Thyronectria coryli
Pilobolus anomalus,Pilaira anomala
Ascophora cesatii,Pilaira anomala
Pilaira cesatii,Pilaira anomala
Agaricus amethystinus,Laccaria amethystina
Marssonia kriegeriana,Marssonina kriegeriana
Phaeocyphella,Chromocyphella
Nectriella arenula,Hydropisphaera arenula
Sphaeria arenula,Hydropisphaera arenula
Nectria graminicola,Hydropisphaera arenula
Nectria arenula,Hydropisphaera arenula
Dialonectria arenula,Hydropisphaera arenula
Dialonectria graminicola,Hydropisphaera arenula
Calonectria graminicola,Hydropisphaera arenula
Dactylomyces crustaceus,Thermoascus crustaceus
Exidiaceae,Auriculariaceae
Botryodiplodia theobromae,Lasiodiplodia theobromae
Dacrymyces deliquescens var. fagicola,Dacrymyces minor
Torula hysterioides,Cryptocoryneum hysterioides
Hormiscium hysterioides,Cryptocoryneum hysterioides
Gymnosporium bambusae,Coniosporium bambusae
Typhula gracilis,Pterula gracilis
Clavaria aculina,Pterula gracilis
Pistillaria aculina,Pterula gracilis
Craterellus taxophilus,Clavicorona taxophila
Parmelia soredians,Flavoparmelia soredians
Pseudoparmelia soredians,Flavoparmelia soredians
Cenomyce carneola,Cladonia carneola
Meliola niessliana,Meliola ellisii
Bacidia subacerina var. laurocerasi,Bacidia laurocerasi
Biatora premnea,Megalaria grossa
Patellaria laurocerasi,Bacidia laurocerasi
Biatora atrogrisea,Bacidia laurocerasi
Biatora luteola f. endoleuca,Bacidia laurocerasi
Bacidia atrogrisea,Bacidia laurocerasi
Lecidea endoleuca,Bacidia laurocerasi
Bacidia endoleuca,Bacidia biatorina
Hydnum membranaceum,Radulomyces molaris
Sistotrema rude,Radulomyces molaris
Radulum molare,Radulomyces molaris
Hydnum rude,Radulomyces molaris
Acia membranacea,Radulomyces molaris
Radulum membranaceum,Radulomyces molaris
Radulum rude,Radulomyces molaris
Cerocorticium molare,Radulomyces molaris
Leptopodia atra,Helvella atra
Melanogaster ambiguus var. intermedius,Melanogaster intermedius
Cyphella fulva,Merismodes bresadolae
Cyphella monacha,Merismodes bresadolae
Cyphella leochroma,Merismodes bresadolae
Cyphella tephroleuca,Merismodes bresadolae
Cyphella bresadolae,Merismodes bresadolae
Maireina monacha,Merismodes bresadolae
Cyphellopsis monacha,Merismodes bresadolae
Peziza subularis,Stromatinia subularis
Hymenoscyphus subularis,Stromatinia subularis
Ciboria subularis,Stromatinia subularis
Polyporus fragilis,Postia leucomallella
Polyporus keithii,Postia leucomallella
Leptoporus fragilis,Postia leucomallella
Tyromyces fragilis,Postia leucomallella
Oligoporus fragilis,Postia leucomallella
Dactylium candidum,Dactylella candida
Dactylaria candida,Dactylella candida
Asterophlyctis sarcoptoides,Diplophlyctis sarcoptoides
Agaricus conocephalus,Conocybe nivea
Galactinia castanea,Peziza castanea
Opegrapha lentiginosa,Melaspilea lentiginosa
Stictographa lentiginosa,Melaspilea lentiginosa
Glonium subgen. Delphinella,Delphinella
Rehmiellopsis,Delphinella
Nolanea araneosa,Entoloma araneosum
Agaricus fulvostrigosus,Entoloma araneosum
Nolanea fulvostrigosa,Entoloma araneosum
Leptonia fulvostrigosa,Entoloma araneosum
Pouzarella araneosa,Entoloma araneosum
Entoloma fulvostrigosum,Entoloma araneosum
Pouzaromyces araneosus,Entoloma araneosum
Lycogala atrum,Reticularia atra
Ryparobius parvisporus,Ascozonus parvisporus
Agaricus putidus,Tephrocybe putida
Tricholoma putidum,Tephrocybe putida
Collybia putida,Tephrocybe putida
Collybia putidella,Tephrocybe putida
Tephrocybe putidella,Tephrocybe putida
Verticillium nanum subsp. rexianum,Nectriopsis rexiana
Verticillium rexianum,Nectriopsis rexiana
Cephalosporium verticicola,Nectriopsis rexiana
Uredo galegae,Uromyces galegae
Pluteus spilopus,Pluteus podospileus
Pluteus podospileus f. podospileus,Pluteus podospileus
Leptonia seticeps,Pluteus podospileus
Pluteus minutissimus,Pluteus podospileus
Pluteus seticeps,Pluteus podospileus
Pluteus podospileus f. minutissimus,Pluteus podospileus
Campanella europaea,Campanella caesia
Sphaerella hageniae,Stigmidium hageniae
Sphaeria epistroma,Sphaerella epistroma
Octosporomyces,Schizosaccharomyces
Coprinus kubickae,Coprinopsis kubickae
Puccinia rubigo-vera,Puccinia recondita
Puccinia straminis,Puccinia recondita
Puccinia striiformis f.sp. hordei,Puccinia striiformis var. striiformis
Puccinia striiformis f.sp. tritici,Puccinia striiformis var. striiformis
Uredo glumarum,Puccinia striiformis var. striiformis
Trichobasis glumarum,Puccinia striiformis var. striiformis
Puccinia tritici,Puccinia striiformis var. striiformis
Puccinia glumarum,Puccinia striiformis var. dactylidis
Sporodictyon schaererianum,Polyblastia schaereriana
Verrucaria subpyrenophora,Polyblastia schaereriana
Polyblastia subpyrenophora,Polyblastia schaereriana
Stemonitis confluens,Symphytocarpus confluens
Stemonitis splendens var. confluens,Symphytocarpus confluens
Patella stercorea,Cheilymenia stercorea
Peziza scutellata,Scutellinia scutellata
Peziza stercorea,Cheilymenia stercorea
Lachnea stercorea,Cheilymenia stercorea
Thelephora mollis,Hypochniciellum molle
Hypochnus mollis,Hypochniciellum molle
Corticium molle,Hypochniciellum molle
Peniophora mollis,Hypochniciellum molle
Leucogyrophana mollis,Hypochniciellum molle
Amylocorticiellum molle,Hypochniciellum molle
Phyllosticta aquilegiae,Ascochyta aquilegiae
Actinonema aquilegiae,Ascochyta aquilegiae
Phlebiella bourdotii,Aphanobasidium bourdotii
Clavidisculum cf. hungaricum,Clavidisculum
Monacrosporium oxysporum,Dactylella oxyspora
Fusisporium avenaceum,Gibberella avenacea
Fusarium avenaceum,Gibberella avenacea
Fusarium avenaceum var. fabae,Gibberella avenacea
Diplodia fibricola,Diplodiella fibricola
Orbilia minutissima,Laetinaevia minutissima
Agaricus solitarius var. strangulatus,Amanita ceciliae
Amanitopsis strangulata,Amanita ceciliae
Lecidea fuscocinerea,Schaereria fuscocinerea var. fuscocinerea
Lecidea gyrizans,Lambiella gyrizans
Rimularia gyrizans,Lambiella gyrizans
Agaricus multiformis � elegantior,Cortinarius elegantior
Lyophyllum platypum,Tephrocybe platypus
Agaricus longipes,Xerula pudens
Agaricus radicatus � pudens,Xerula pudens
Gymnopus pudens,Xerula pudens
Agaricus pudens,Xerula pudens
Collybia longipes,Xerula pudens
Collybia longipes var. badia,Xerula pudens
Mucidula longipes,Xerula pudens
Xerula longipes,Xerula pudens
Oudemansiella badia,Xerula pudens
Oudemansiella longipes,Xerula pudens
Oudemansiella pudens,Xerula pudens
Phaeoporus,Porphyrellus
Dermocybe cinnabarina,Cortinarius cinnabarinus
Agaricus variabilis,Crepidotus variabilis
Crepidopus variabilis,Crepidotus variabilis
Crepidotus variabilis var. variabilis,Crepidotus variabilis
Claudopus variabilis,Crepidotus variabilis
Corticium oakesii,Aleurodiscus wakefieldiae
Peziza onotica,Otidea onotica
Scodellina onotica,Otidea onotica
Didymium oculatum,Colloderma oculatum
Campsotrichum splendidum,Botrytis splendida
Boletus destructor,Antrodia gossypium
Polyporus destructor var. undulatus,Antrodia gossypium
Poria destruens,Antrodia gossypium
Leptoporus destructor,Antrodia gossypium
Botrytis globosa,Botryotinia globosa
Sclerotinia globosa,Botryotinia globosa
Lactarius rubescens,Lactarius fulvissimus
Lichen athroocarpus,Amygdalaria pelobotryon
Lecidea athroocarpa,Immersaria athroocarpa
Lecidea atrofuscescens,Immersaria athroocarpa
Porpidia athroocarpa,Immersaria athroocarpa
Dactylella bembicodes,Monacrosporium bembicodes
Ustilago cingens,Melanotaenium cingens
Melanotaenium caulium,Melanotaenium cingens
Ustilago caulium,Melanotaenium cingens
Cintractia cingens,Melanotaenium cingens
Lepraria lobificans,Lepraria finkii
Crocynia andrewii,Lepraria finkii
Crocynia finkii,Lepraria finkii
Crocynia mollissima,Lepraria finkii
Scyphophorus,Cladonia
Polyblastia bryophila,Polyblastia cupularis
Polyblastia intercedens,Polyblastia cupularis
Verrucaria intercedens,Polyblastia cupularis
Polyblastia fuscoargillacea,Polyblastia cupularis
Verrucaria fuscoargillacea,Polyblastia cupularis
Lyophyllum baeospermum,Tephrocybe baeosperma
Mycoacia squalina,Sarcodontia crocea
Sistotrema croceum,Sarcodontia crocea
Hydnum setosum,Sarcodontia crocea
Hydnum croceum,Sarcodontia crocea
Sarcodontia mali,Sarcodontia crocea
Hydnum schiedermayeri,Sarcodontia crocea
Acia setosa,Sarcodontia crocea
Mycoacia setosa,Sarcodontia crocea
Sarcodontia setosa,Sarcodontia crocea
Verrucaria rheitrophila,Hydropunctaria rheitrophila
Verrucaria kernstockii,Hydropunctaria rheitrophila
Chitonia pecquinii,Agaricus bitorquis
Agaricus campestris var. edulis,Agaricus bitorquis
Agaricus rodmanii,Agaricus bitorquis
Psalliota bitorquis,Agaricus bitorquis
Psalliota peronata,Agaricus bitorquis
Psalliota rodmanii,Agaricus bitorquis
Psalliota edulis,Agaricus bitorquis
Psalliota edulis var. valida,Agaricus bitorquis
Agaricus bitorquis var. validus,Agaricus bitorquis
Septoria hederae,Mycosphaerella hedericola
Sphaeria hedericola,Mycosphaerella hedericola
Sphaerella hedericola,Mycosphaerella hedericola
Lecanora varia var. symmicta,Lecanora aitema
Lecidea symmicta,Lecanora aitema
Lecanora symmictera,Lecanora aitema
Lecidea perobscura,Lecanora aitema
Lecidea symmicta var. symmictera,Lecanora aitema
Lecanora symmicta var. symmictera,Lecanora aitema
Biatora perobscura,Lecanora aitema
Agaricus flammula,Leucocoprinus fragilissimus
Hiatula fragilissima,Leucocoprinus fragilissimus
Lepiota flammula,Leucocoprinus fragilissimus
Agaricus licmophorus,Leucocoprinus fragilissimus
Lepiota licmophora,Leucocoprinus fragilissimus
Valsa aspera,Eutypa aspera
Scytinostroma cf. portentosum,Scytinostroma
Naemaspora chrysosperma,Valsa sordida
Cytospora chrysosperma,Valsa sordida
Miainomyces,Sporotrichum
Geoglossum walteri,Trichoglossum walteri
Marasmius caricis,Gloiocephala caricis
Thelephora pithya,Peniophora pithya
Corticium plumbeum,Peniophora pithya
Coniophora ochroleuca,Jaapia ochroleuca
Peniophora ochroleuca,Jaapia ochroleuca
Coniophorella ochroleuca,Jaapia ochroleuca
Placographa,Lithographa
Parmelia digitiformis,Xanthoparmelia digitiformis
Physalospora abietina,Botryosphaeria abietina
Hypholoma cascum,Psathyrella casca
Drosophila pseudocasca,Psathyrella pseudocasca
Squamaria pruinosa,Lecanora pruinosa
Lecanora pruinifera,Lecanora pruinosa
Placolecanora pruinifera,Lecanora pruinosa
Myriolecis pruinosa,Lecanora pruinosa
Aecidium primulae,Puccinia primulae
Uredo primulae,Puccinia primulae
Trichobasis primulae,Puccinia primulae
Agaricus lacteus f. pulchellus,Mycena lactea var. pulchella
Hypochnus cyaneus,Amaurodon cyaneus
Tomentella cyanea,Amaurodon cyaneus
Lazulinospora cyanea,Amaurodon cyaneus
Amanita adnata,Amanita gemmata
Agaricus gemmatus,Amanita gemmata
Agaricus adnatus,Amanita gemmata
Agaricus junquilleus,Amanita gemmata
Amanita junquillea,Amanita gemmata
Amanitopsis adnata,Amanita gemmata
Amanitopsis gemmata,Amanita gemmata
Entomophthora elateridiphaga,Zoophthora elateridiphaga
Phoma syringina,Diaporthe nodosa
Phomopsis syringina,Diaporthe nodosa
Diatrypella cf. favacea,Diatrypella
Parmeliella corallinoides,Parmeliella triptophylla
Placodium microphyllum,Parmeliella triptophylla
Lecidea triptophylla,Parmeliella triptophylla
Lepidoma triptophyllum,Parmeliella triptophylla
Pannaria triptophylla,Parmeliella triptophylla
Pannaria triptophylla f. incrassata,Parmeliella triptophylla
Pannularia triptophylla,Parmeliella triptophylla
Parmeliella corallinoides f. incrassata,Parmeliella triptophylla
Galera echinata,Conocybe echinata
Conocybe sordida,Conocybe echinata
Sphaerella crataegi,Mycosphaerella crataegi
Leptonia spurceifolia,Entoloma longistriatum var. longistriatum
Leptonia longistriata,Entoloma longistriatum var. longistriatum
Rhodophyllus sarcitulus var. majusculus,Entoloma longistriatum var. longistriatum
